texto,prioridade
Lentidão no sistema,medio
Login quebrado completamente,alto
Login extremamente feio o que devo fazer?,baixo
Estou com um problema: O botão de compra não responde aos cliques o que devo fazer?,alto
Erro de autenticação em todos os acessos,alto
Verificar: A página de login tem layout confuso mas funcional o que devo fazer?,baixo
Badge de notificação mostrando número errado após a atualização,baixo
Aparência de login horrível mas operante,baixo
Verificar: Notificações com atraso após a atualização,medio
"Bom dia, Não consigo acessar o sistema isso está me impedindo de trabalhar",alto
Urgente: Falha intermitente no login desde ontem,medio
"Bom dia, O gateway de pagamento retorna erro em todas as transações",alto
"Olá, API principal retornando erro após a atualização",alto
O botão de login não funciona,alto
Verificar: Espaçamento incorreto entre elementos isso está me impedindo de trabalhar,baixo
Formato de data inconsistente,baixo
"Olá, Paginação com contador incorreto por favor me ajudem",baixo
"Olá, A página de checkout tem cores desarmoniosas após a atualização",baixo
Urgente: Falha intermitente no login preciso de uma solução,medio
Preciso de ajuda com: O sistema de autenticação falha ao validar credenciais aconteceu agora,alto
"Bom dia, Erro de ortografia na interface preciso de uma solução",baixo
Preciso de ajuda com: Rodapé com informações desatualizadas o que devo fazer?,baixo
"Login funciona, mas está lento",medio
Falha crítica no servidor,alto
Preciso de ajuda com: Erro de banco de dados crítico por favor me ajudem,alto
"Preciso de ajuda com: Login funciona, mas está lento isso está me impedindo de trabalhar",medio
Algumas imagens não carregam,medio
Estou com um problema: O sistema está rejeitando todas as transações,alto
Algumas imagens não carregam,medio
Clientes não conseguem fazer login,alto
"Urgente: Sistema lento para fazer login, mas funciona isso está me impedindo de trabalhar",medio
Preciso de ajuda com: Sistema inoperante na parte de pagamentos isso está me impedindo de trabalhar,alto
Urgente: A tela de login trava ao tentar acessar,alto
"Olá, Serviço indisponível",alto
Estou com um problema: O módulo financeiro não calcula valores corretamente aconteceu agora,alto
Preciso de ajuda com: A interface do gateway de pagamento não é atraente por favor me ajudem,baixo
Verificar: Os botões de pagamento estão com cores que não combinam isso está me impedindo de trabalhar,baixo
Preciso de ajuda com: O sistema está rejeitando todas as transações desde ontem,alto
Vazamento de informações sensíveis,alto
O formulário de login está lento,medio
"Bom dia, Algumas transações estão sendo rejeitadas por favor me ajudem",medio
Clientes não conseguem fazer login,alto
"Olá, A tela de login precisa ser modernizada aconteceu agora",baixo
"Bom dia, Sistema está instável por favor me ajudem",medio
Tela de pagamento visualmente terrível mas que funciona após a atualização,baixo
Alguns botões não funcionam corretamente,medio
API principal retornando erro desde ontem,alto
"Olá, Checkout não funciona de jeito nenhum após a atualização",alto
Urgente: Alguns usuários relatando erros desde ontem,medio
Sistema apresenta erro ocasionalmente,medio
Urgente: Aplicação está fora do ar por favor me ajudem,alto
Logotipo com baixa resolução o que devo fazer?,baixo
"Bom dia, Pesquisa retornando resultados incompletos preciso de uma solução",medio
Preciso de ajuda com: Interface do login extremamente feia aconteceu agora,baixo
Verificar: O pagamento não é processado o que devo fazer?,alto
Estou com um problema: Sistema de pagamento não processa transações desde ontem,alto
"Olá, Formato de data inconsistente aconteceu agora",baixo
Erro crítico na aplicação após a atualização,alto
"Bom dia, O gateway de pagamento retorna erro em todas as transações por favor me ajudem",alto
Urgente: O sistema tem aparência amadora desde ontem,baixo
Estou com um problema: Sistema financeiro fora do ar aconteceu agora,alto
Urgente: A interface do gateway de pagamento não é atraente desde ontem,baixo
A interface de login tem aparência antiquada,baixo
"Bom dia, O checkout falha ao finalizar preciso de uma solução",alto
Urgente: Clientes não conseguem fazer login após a atualização,alto
Verificar: O botão de compra não responde aos cliques aconteceu agora,alto
Preciso de ajuda com: Ícones não padronizados após a atualização,baixo
Estou com um problema: API principal retornando erro isso está me impedindo de trabalhar,alto
A estética do sistema de pagamento precisa ser melhorada,baixo
"Olá, Sistema financeiro fora do ar por favor me ajudem",alto
API principal retornando erro,alto
Urgente: Formato de data inconsistente o que devo fazer?,baixo
Urgente: A autenticação de usuários está completamente inoperante após a atualização,alto
Tela de pagamento visualmente terrível mas que funciona,baixo
Login quebrado completamente,alto
"Bom dia, Lentidão no sistema o que devo fazer?",medio
Problema: Checkout por vezes apresenta travamentos,medio
O botão de compra não responde aos cliques,alto
"Bom dia, Lentidão no sistema desde ontem",medio
A tela de login não permite acesso após a atualização,alto
"Olá, Erro de ortografia na interface desde ontem",baixo
Alguns usuários relatam problemas no checkout,medio
Preciso de ajuda com: Login feio demais após a atualização,baixo
O sistema está rejeitando todas as transações desde ontem,alto
Problema: Gateway de pagamento não responde o que devo fazer?,alto
Badge de notificação mostrando número errado,baixo
Verificar: Vazamento de informações sensíveis após a atualização,alto
Estou com um problema: API principal retornando erro desde ontem,alto
"Bom dia, Páginas carregando com atraso o que devo fazer?",medio
Gateway de pagamento não responde após a atualização,alto
Urgente: Dados de clientes expostos aconteceu agora,alto
A tela de login não permite acesso,alto
"Olá, Texto em idioma errado em página pouco acessada aconteceu agora",baixo
A interface de login tem aparência antiquada,baixo
Alguns usuários relatando erros,medio
A tela de login não permite acesso,alto
"Bom dia, Espaçamento incorreto entre elementos preciso de uma solução",baixo
Erro de digitação em mensagem de ajuda,baixo
A tela de login trava ao tentar acessar,alto
"Bom dia, Rodapé com informações desatualizadas aconteceu agora",baixo
Estou com um problema: Serviço indisponível por favor me ajudem,alto
Clientes não conseguem finalizar compras,alto
Serviço indisponível,alto
Timeout em algumas requisições,medio
"Bom dia, Algumas transações estão sendo rejeitadas após a atualização",medio
Serviço indisponível,alto
Urgente: Checkout por vezes apresenta travamentos após a atualização,medio
O sistema de autenticação não valida senhas,alto
Erro de ortografia na interface,baixo
Clientes não conseguem fazer login,alto
"Olá, Erro de ortografia na interface o que devo fazer?",baixo
A autenticação de usuários está completamente inoperante,alto
Texto truncado em alguns componentes,baixo
A autenticação de usuários está completamente inoperante,alto
"Bom dia, Checkout por vezes apresenta travamentos isso está me impedindo de trabalhar",medio
"Olá, Paginação com contador incorreto isso está me impedindo de trabalhar",baixo
O módulo financeiro não calcula valores corretamente,alto
Preciso de ajuda com: Login quebrado completamente,alto
Urgente: Lentidão no sistema isso está me impedindo de trabalhar,medio
Dados de clientes expostos,alto
"Preciso de ajuda com: A autenticação funciona, mas com lentidão o que devo fazer?",medio
Erro de digitação em mensagem de ajuda,baixo
"O sistema de pagamento está instável, mas funciona isso está me impedindo de trabalhar",medio
Urgente: Alguns usuários relatando erros isso está me impedindo de trabalhar,medio
Verificar: Sistema está instável desde ontem,medio
Aplicação está fora do ar,alto
O pagamento não é processado,alto
A tela de login é feia preciso de uma solução,baixo
Verificar: O sistema de autenticação não valida senhas,alto
Problema: Relatórios apresentando informações incompletas preciso de uma solução,medio
"Bom dia, O checkout falha ao finalizar isso está me impedindo de trabalhar",alto
Estou com um problema: Sistema apresenta erro ocasionalmente,medio
Verificar: Lentidão no sistema,medio
"Olá, Páginas carregando com atraso o que devo fazer?",medio
Gateway de pagamento não responde,alto
"Urgente: O sistema de pagamento está instável, mas funciona desde ontem",medio
Estou com um problema: O checkout falha ao finalizar após a atualização,alto
Urgente: A tela de login trava ao tentar acessar desde ontem,alto
Texto truncado em alguns componentes,baixo
A página de login tem aparência amadora,baixo
Verificar: Validação de formulários com falhas o que devo fazer?,medio
"Bom dia, Login quebrado completamente o que devo fazer?",alto
Vazamento de informações sensíveis,alto
Clientes não conseguem fazer login preciso de uma solução,alto
Problema: O botão de login não funciona após a atualização,alto
O sistema de login está fora do ar,alto
Sistema não está respondendo,alto
Layout desalinhado,baixo
Lentidão no sistema,medio
Erro de digitação em mensagem de ajuda,baixo
A página de login tem layout confuso mas funcional,baixo
"Verificar: A autenticação funciona, mas com lentidão preciso de uma solução",medio
Urgente: O formulário de login tem layout desalinhado após a atualização,baixo
Preciso de ajuda com: Logotipo com baixa resolução após a atualização,baixo
Interface do login extremamente feia,baixo
Estou com um problema: A interface de login tem aparência antiquada após a atualização,baixo
"Bom dia, Cor do botão incorreta aconteceu agora",baixo
Urgente: Sistema não está respondendo após a atualização,alto
Estou com um problema: Validação de formulários com falhas desde ontem,medio
O sistema de autenticação tem design ultrapassado,baixo
Urgente: O sistema de login está fora do ar aconteceu agora,alto
Alguns botões não funcionam corretamente,medio
